Transcript	DataBase.x	ProteinCode.x	ProteinName.x	DataBase.y	ProteinCode.y	ProteinName.y
TRINITY_DN10158_c0_g1_i6	sp	Q9HAB8	PPCS_HUMAN	NA	NA	NA
TRINITY_DN10158_c0_g1_i7	sp	Q9HAB8	PPCS_HUMAN	NA	NA	NA
TRINITY_DN10158_c1_g1_i2	sp	Q9Y2H8	ZN510_HUMAN	NA	NA	NA
TRINITY_DN101584_c0_g1_i1	sp	Q923J6	DYH12_RAT	NA	NA	NA
TRINITY_DN1016_c0_g1_i3	sp	Q9CY57	CHTOP_MOUSE	NA	NA	NA
TRINITY_DN1016_c0_g2_i14	sp	Q9CY57	CHTOP_MOUSE	NA	NA	NA
TRINITY_DN1016_c0_g2_i17	sp	Q9CY57	CHTOP_MOUSE	NA	NA	NA
TRINITY_DN1016_c0_g2_i18	sp	Q9Y3Y2	CHTOP_HUMAN	NA	NA	NA
TRINITY_DN1016_c0_g2_i19	sp	Q9CY57	CHTOP_MOUSE	NA	NA	NA
TRINITY_DN1016_c0_g2_i25	sp	Q9CY57	CHTOP_MOUSE	NA	NA	NA
TRINITY_DN1016_c0_g2_i28	sp	Q9CY57	CHTOP_MOUSE	NA	NA	NA
TRINITY_DN1016_c0_g2_i29	sp	Q9CY57	CHTOP_MOUSE	NA	NA	NA
TRINITY_DN1016_c0_g2_i32	sp	Q9Y3Y2	CHTOP_HUMAN	NA	NA	NA
TRINITY_DN10162_c0_g1_i4	sp	O60303	KATIP_HUMAN	NA	NA	NA
TRINITY_DN10162_c0_g1_i6	sp	O60303	KATIP_HUMAN	NA	NA	NA
TRINITY_DN10162_c0_g1_i8	sp	O60303	KATIP_HUMAN	NA	NA	NA
TRINITY_DN101628_c0_g1_i1	sp	Q86UP8	GTD2A_HUMAN	NA	NA	NA
TRINITY_DN101631_c0_g1_i1	sp	P35602	AP1M_CAEEL	NA	NA	NA
TRINITY_DN10164_c0_g1_i2	sp	P0CT40	TF29_SCHPO	NA	NA	NA
TRINITY_DN10164_c1_g1_i3	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN10164_c1_g1_i6	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN10164_c1_g1_i8	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN10164_c2_g1_i1	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN10164_c2_g1_i2	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN101648_c0_g1_i1	sp	P09523	POL_FMVD	NA	NA	NA
TRINITY_DN101709_c0_g1_i1	sp	P13607	ATNA_DROME	NA	NA	NA
TRINITY_DN10171_c0_g1_i1	sp	Q6GQB5	AKIR2_XENLA	NA	NA	NA
TRINITY_DN10171_c0_g1_i2	sp	Q6GQB5	AKIR2_XENLA	NA	NA	NA
TRINITY_DN101717_c0_g1_i1	sp	Q3V0Q1	DYH12_MOUSE	NA	NA	NA
TRINITY_DN101751_c0_g1_i1	sp	A6QNK1	G3ST1_BOVIN	NA	NA	NA
TRINITY_DN10176_c0_g1_i2	sp	P27010	SCRY2_ENTDO	NA	NA	NA
TRINITY_DN10176_c0_g1_i4	sp	P18425	SCR20_NOTSL	NA	NA	NA
TRINITY_DN10176_c0_g1_i6	sp	P18425	SCR20_NOTSL	NA	NA	NA
TRINITY_DN10176_c0_g1_i7	sp	P18425	SCR20_NOTSL	NA	NA	NA
TRINITY_DN101772_c0_g1_i1	sp	P0ABB8	ATMA_ECOLI	NA	NA	NA
TRINITY_DN10179_c0_g1_i10	sp	P0DPD5	ZN723_HUMAN	NA	NA	NA
TRINITY_DN10179_c0_g1_i11	sp	B4DXR9	ZN732_HUMAN	NA	NA	NA
TRINITY_DN10179_c0_g1_i2	sp	Q14590	ZN235_HUMAN	NA	NA	NA
TRINITY_DN10179_c0_g1_i4	sp	Q96NI8	ZN570_HUMAN	NA	NA	NA
TRINITY_DN10179_c0_g1_i6	sp	Q96NI8	ZN570_HUMAN	NA	NA	NA
TRINITY_DN10179_c0_g1_i9	sp	Q80W31	ZN569_MOUSE	NA	NA	NA
TRINITY_DN10179_c0_g2_i1	sp	Q5ZM39	BCL6_CHICK	NA	NA	NA
TRINITY_DN10179_c0_g3_i1	sp	Q3ZCX4	ZN568_HUMAN	sp	Q3ZCX4	ZN568_HUMAN
TRINITY_DN10179_c1_g1_i1	sp	Q62981	ZN260_RAT	NA	NA	NA
TRINITY_DN10179_c1_g2_i1	sp	P18729	ZG57_XENLA	NA	NA	NA
TRINITY_DN10179_c1_g3_i1	sp	Q4R6C2	ZN383_MACFA	NA	NA	NA
TRINITY_DN10179_c10_g1_i1	sp	Q9QZ48	ZBT7A_RAT	NA	NA	NA
TRINITY_DN10179_c4_g1_i1	sp	Q86TJ5	ZN554_HUMAN	NA	NA	NA
TRINITY_DN10179_c8_g1_i1	sp	Q6P3V2	Z585A_HUMAN	NA	NA	NA
TRINITY_DN10179_c9_g1_i1	sp	Q9UJU3	ZN112_HUMAN	NA	NA	NA
TRINITY_DN101794_c0_g1_i1	sp	Q54I48	CTL2_DICDI	NA	NA	NA
TRINITY_DN1018_c0_g1_i3	sp	Q9ESQ4	NMUR2_RAT	NA	NA	NA
TRINITY_DN1018_c1_g5_i1	sp	Q6Q899	RIGI_MOUSE	NA	NA	NA
TRINITY_DN1018_c3_g2_i1	sp	P95125	LIPN_MYCTU	NA	NA	NA
TRINITY_DN1018_c3_g2_i2	sp	P9WK87	NLHH_MYCTU	NA	NA	NA
TRINITY_DN1018_c9_g3_i1	sp	P10394	POL4_DROME	sp	P10394	POL4_DROME
TRINITY_DN10181_c0_g1_i1	sp	Q16401	PSMD5_HUMAN	NA	NA	NA
TRINITY_DN10182_c0_g1_i14	sp	Q147U1	ZN846_HUMAN	NA	NA	NA
TRINITY_DN10182_c0_g1_i4	sp	Q147U1	ZN846_HUMAN	NA	NA	NA
TRINITY_DN10182_c0_g1_i7	sp	P10073	ZSC22_HUMAN	NA	NA	NA
TRINITY_DN10182_c5_g1_i1	sp	O88939	ZBT7A_MOUSE	NA	NA	NA
TRINITY_DN10183_c0_g1_i1	sp	Q9ER88	RT29_MOUSE	NA	NA	NA
TRINITY_DN10183_c0_g1_i2	sp	Q9ER88	RT29_MOUSE	NA	NA	NA
TRINITY_DN10184_c5_g1_i1	sp	Q9P0L1	ZKSC7_HUMAN	NA	NA	NA
TRINITY_DN10186_c0_g1_i1	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN10186_c0_g1_i11	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN10186_c0_g1_i2	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN10186_c0_g1_i8	sp	P51523	ZNF84_HUMAN	NA	NA	NA
TRINITY_DN10186_c1_g1_i1	sp	P17025	ZN182_HUMAN	NA	NA	NA
TRINITY_DN10188_c0_g1_i2	sp	Q58EL2	NACHO_DANRE	NA	NA	NA
TRINITY_DN101892_c0_g1_i1	sp	P18425	SCR20_NOTSL	NA	NA	NA
TRINITY_DN1019_c0_g1_i30	sp	D2X5V5	MSMB_DORPE	NA	NA	NA
TRINITY_DN10192_c0_g1_i1	sp	Q9UJU3	ZN112_HUMAN	NA	NA	NA
TRINITY_DN10192_c0_g1_i2	sp	P18729	ZG57_XENLA	NA	NA	NA
TRINITY_DN10192_c0_g2_i1	sp	Q8BQN6	OZF_MOUSE	NA	NA	NA
TRINITY_DN10192_c0_g2_i2	sp	Q9C0F3	ZN436_HUMAN	NA	NA	NA
TRINITY_DN10192_c0_g2_i5	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN10192_c0_g2_i7	sp	Q5R5Y7	ZN436_PONAB	NA	NA	NA
TRINITY_DN10192_c1_g1_i2	sp	Q96RE9	ZN300_HUMAN	NA	NA	NA
TRINITY_DN10192_c2_g1_i1	sp	P24399	ZN239_MOUSE	NA	NA	NA
TRINITY_DN10192_c2_g1_i9	sp	A0A1W2PQL4	ZN722_HUMAN	NA	NA	NA
TRINITY_DN10192_c3_g1_i1	sp	Q5R5Y7	ZN436_PONAB	NA	NA	NA
TRINITY_DN101927_c0_g1_i1	sp	E1B9D8	CBPC3_BOVIN	NA	NA	NA
TRINITY_DN10193_c0_g1_i13	sp	Q9V9S7	SYDE_DROME	NA	NA	NA
TRINITY_DN10193_c0_g1_i14	sp	Q9V9S7	SYDE_DROME	NA	NA	NA
TRINITY_DN10193_c0_g1_i19	sp	Q9V9S7	SYDE_DROME	NA	NA	NA
TRINITY_DN10193_c0_g1_i4	sp	Q9V9S7	SYDE_DROME	NA	NA	NA
TRINITY_DN10193_c0_g1_i6	sp	Q9V9S7	SYDE_DROME	NA	NA	NA
TRINITY_DN10195_c0_g1_i1	sp	Q8TC21	ZN596_HUMAN	NA	NA	NA
TRINITY_DN10195_c0_g2_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN10195_c0_g3_i1	sp	Q96JL9	ZN333_HUMAN	NA	NA	NA
TRINITY_DN10195_c0_g4_i1	sp	Q4R6C2	ZN383_MACFA	NA	NA	NA
TRINITY_DN10195_c0_g4_i3	sp	Q8TBZ8	ZN564_HUMAN	NA	NA	NA
TRINITY_DN10195_c0_g4_i4	sp	Q4R6C2	ZN383_MACFA	NA	NA	NA
TRINITY_DN10195_c0_g5_i1	sp	Q9BRR0	ZKSC3_HUMAN	NA	NA	NA
TRINITY_DN10195_c0_g6_i1	sp	Q9UJU3	ZN112_HUMAN	NA	NA	NA
TRINITY_DN10195_c1_g1_i1	sp	Q8BQN6	OZF_MOUSE	NA	NA	NA
TRINITY_DN10195_c12_g1_i1	sp	P13360	GLAS_DROME	NA	NA	NA
TRINITY_DN10195_c2_g1_i1	sp	P10073	ZSC22_HUMAN	NA	NA	NA
TRINITY_DN10195_c2_g2_i1	sp	Q147U1	ZN846_HUMAN	NA	NA	NA
TRINITY_DN10195_c3_g1_i1	sp	Q07230	ZSCA2_MOUSE	NA	NA	NA
TRINITY_DN10195_c4_g1_i1	sp	Q3ZCT1	ZN260_HUMAN	NA	NA	NA
TRINITY_DN10195_c4_g1_i2	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN10195_c5_g1_i1	sp	Q5R5U3	ZN271_PONAB	NA	NA	NA
TRINITY_DN10195_c8_g1_i1	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN10195_c9_g1_i1	sp	Q15776	ZKSC8_HUMAN	NA	NA	NA
TRINITY_DN101953_c0_g1_i1	sp	B3EWZ6	MLRP2_ACRMI	NA	NA	NA
TRINITY_DN10196_c0_g1_i1	sp	Q8BUH1	TXN4B_MOUSE	NA	NA	NA
TRINITY_DN101960_c0_g1_i1	sp	Q4G0P3	HYDIN_HUMAN	NA	NA	NA
TRINITY_DN10197_c0_g1_i2	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN10197_c0_g1_i3	sp	Q3ZCX4	ZN568_HUMAN	NA	NA	NA
TRINITY_DN10197_c0_g2_i1	sp	P41182	BCL6_HUMAN	NA	NA	NA
TRINITY_DN10197_c0_g3_i1	sp	Q8IYX0	ZN679_HUMAN	NA	NA	NA
TRINITY_DN10197_c0_g3_i2	sp	Q5VIY5	ZN468_HUMAN	NA	NA	NA
TRINITY_DN10197_c0_g4_i1	sp	Q6ZN57	ZFP2_HUMAN	NA	NA	NA
TRINITY_DN10197_c1_g1_i1	sp	P41182	BCL6_HUMAN	NA	NA	NA
TRINITY_DN10197_c2_g1_i1	sp	Q5TYW1	ZN658_HUMAN	NA	NA	NA
TRINITY_DN10198_c0_g1_i1	sp	Q8N7A1	KLDC1_HUMAN	NA	NA	NA
TRINITY_DN102_c0_g2_i1	sp	Q24732	GLAS_DROVI	NA	NA	NA
TRINITY_DN102_c0_g2_i2	sp	Q8BXX2	ZBT49_MOUSE	NA	NA	NA
TRINITY_DN102_c0_g2_i3	sp	Q9QZ48	ZBT7A_RAT	NA	NA	NA
TRINITY_DN1020_c0_g1_i1	sp	Q642H7	RIC8A_DANRE	NA	NA	NA
TRINITY_DN1020_c0_g1_i2	sp	Q642H7	RIC8A_DANRE	NA	NA	NA
TRINITY_DN10201_c0_g1_i1	sp	Q2HJC0	NGRN_BOVIN	NA	NA	NA
TRINITY_DN10203_c0_g1_i12	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN10203_c0_g1_i4	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN10203_c0_g1_i7	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN10203_c0_g1_i8	sp	Q09575	YRD6_CAEEL	NA	NA	NA
TRINITY_DN10203_c4_g1_i1	sp	Q7JQ07	MOS1T_DROMA	NA	NA	NA
TRINITY_DN10204_c0_g3_i1	sp	Q9H1D0	TRPV6_HUMAN	NA	NA	NA
TRINITY_DN10204_c0_g3_i4	sp	Q697L1	TRPV1_CANLF	NA	NA	NA
TRINITY_DN10208_c0_g1_i1	sp	Q8VIJ5	OGA_RAT	NA	NA	NA
TRINITY_DN10208_c0_g1_i12	sp	Q8VIJ5	OGA_RAT	NA	NA	NA
TRINITY_DN10208_c0_g1_i14	sp	Q8VIJ5	OGA_RAT	NA	NA	NA
TRINITY_DN10208_c0_g1_i2	sp	Q8VIJ5	OGA_RAT	NA	NA	NA
TRINITY_DN10208_c0_g1_i6	sp	Q8VIJ5	OGA_RAT	NA	NA	NA
TRINITY_DN10208_c1_g1_i2	sp	A0A8M3AJY3	ABRX2_DANRE	NA	NA	NA
TRINITY_DN10209_c0_g1_i1	sp	Q9VEX0	SULF1_DROME	NA	NA	NA
TRINITY_DN10209_c0_g1_i10	sp	Q8K007	SULF1_MOUSE	NA	NA	NA
TRINITY_DN10209_c0_g1_i2	sp	Q8IWU6	SULF1_HUMAN	NA	NA	NA
TRINITY_DN10209_c0_g1_i36	sp	Q9VEX0	SULF1_DROME	NA	NA	NA
TRINITY_DN10209_c0_g1_i39	sp	Q8IWU5	SULF2_HUMAN	NA	NA	NA
TRINITY_DN10209_c0_g1_i40	sp	Q8IWU5	SULF2_HUMAN	NA	NA	NA
TRINITY_DN1021_c0_g1_i2	sp	Q9ULT8	HECD1_HUMAN	NA	NA	NA
TRINITY_DN1021_c0_g1_i4	sp	Q69ZR2	HECD1_MOUSE	NA	NA	NA
TRINITY_DN1021_c0_g1_i5	sp	Q9ULT8	HECD1_HUMAN	NA	NA	NA
TRINITY_DN1021_c0_g1_i7	sp	Q9ULT8	HECD1_HUMAN	NA	NA	NA
TRINITY_DN1021_c0_g2_i1	sp	C4N147	FABP1_DORPE	NA	NA	NA
TRINITY_DN10210_c0_g1_i1	sp	Q96JT2	S45A3_HUMAN	NA	NA	NA
TRINITY_DN10213_c0_g1_i1	sp	Q502G5	CA050_DANRE	NA	NA	NA
TRINITY_DN10213_c0_g1_i4	sp	Q502G5	CA050_DANRE	NA	NA	NA
TRINITY_DN10213_c0_g1_i5	sp	Q4VC44	FWCH1_HUMAN	NA	NA	NA
TRINITY_DN10213_c0_g1_i7	sp	Q502G5	CA050_DANRE	NA	NA	NA
TRINITY_DN102138_c0_g1_i1	sp	P48465	ACT_CRYNH	NA	NA	NA
TRINITY_DN10214_c0_g1_i1	sp	P41044	CAB32_DROME	NA	NA	NA
TRINITY_DN10214_c0_g1_i2	sp	P41044	CAB32_DROME	NA	NA	NA
TRINITY_DN10214_c0_g1_i3	sp	P41044	CAB32_DROME	NA	NA	NA
TRINITY_DN10214_c0_g1_i4	sp	P41044	CAB32_DROME	NA	NA	NA
TRINITY_DN102150_c0_g1_i1	sp	P20825	POL2_DROME	NA	NA	NA
TRINITY_DN10217_c0_g3_i10	sp	G1SFR8	RS12_RABIT	NA	NA	NA
TRINITY_DN10217_c0_g3_i17	sp	G1SFR8	RS12_RABIT	NA	NA	NA
TRINITY_DN10217_c0_g3_i19	sp	G1SFR8	RS12_RABIT	NA	NA	NA
TRINITY_DN10217_c0_g3_i20	sp	Q9SMI3	RS12_CYAPA	NA	NA	NA
TRINITY_DN10217_c0_g3_i6	sp	Q9SMI3	RS12_CYAPA	NA	NA	NA
TRINITY_DN10217_c0_g3_i7	sp	Q9SMI3	RS12_CYAPA	NA	NA	NA
TRINITY_DN102170_c0_g1_i1	sp	G5EE72	MRP5_CAEEL	NA	NA	NA
TRINITY_DN102173_c0_g1_i1	sp	Q8C4P0	K1958_MOUSE	NA	NA	NA
TRINITY_DN10218_c0_g4_i1	sp	P0C2B7	RM52_BOVIN	NA	NA	NA
TRINITY_DN10218_c0_g4_i2	sp	P0C2B7	RM52_BOVIN	NA	NA	NA
TRINITY_DN10218_c0_g4_i3	sp	P0C2B7	RM52_BOVIN	NA	NA	NA
TRINITY_DN102219_c0_g1_i1	sp	O42282	RDS2_CHICK	NA	NA	NA
TRINITY_DN10222_c0_g1_i2	sp	Q9WUD8	FAIM1_MOUSE	NA	NA	NA
TRINITY_DN10222_c0_g1_i3	sp	Q9NVQ4	FAIM1_HUMAN	NA	NA	NA
TRINITY_DN10224_c0_g1_i1	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN10224_c0_g1_i2	sp	Q9V9N4	CLAMP_DROME	NA	NA	NA
TRINITY_DN10224_c0_g3_i1	sp	P15620	ZN271_MOUSE	NA	NA	NA
TRINITY_DN10224_c0_g3_i2	sp	P08045	XFIN_XENLA	NA	NA	NA
TRINITY_DN10224_c1_g1_i1	sp	Q28BZ2	HINT3_XENTR	NA	NA	NA
TRINITY_DN10224_c1_g1_i2	sp	Q28BZ2	HINT3_XENTR	NA	NA	NA
TRINITY_DN10224_c3_g1_i1	sp	Q8R1D1	ZN426_MOUSE	NA	NA	NA
TRINITY_DN10224_c3_g1_i2	sp	Q14587	ZN268_HUMAN	NA	NA	NA
TRINITY_DN10224_c5_g1_i1	sp	Q5R9S5	ZN182_PONAB	NA	NA	NA
TRINITY_DN10224_c6_g1_i1	sp	Q5R4X5	ZNF22_PONAB	NA	NA	NA
TRINITY_DN10224_c7_g1_i1	sp	Q96JC4	ZN479_HUMAN	NA	NA	NA
TRINITY_DN10226_c0_g1_i2	sp	Q5D014	NATD1_DANRE	NA	NA	NA
TRINITY_DN10227_c0_g1_i18	sp	Q9JLF6	TGM1_MOUSE	NA	NA	NA
TRINITY_DN10227_c0_g1_i19	sp	P22735	TGM1_HUMAN	NA	NA	NA
TRINITY_DN10227_c0_g1_i2	sp	P22735	TGM1_HUMAN	NA	NA	NA
TRINITY_DN10227_c0_g1_i6	sp	P22735	TGM1_HUMAN	NA	NA	NA
TRINITY_DN10229_c0_g1_i2	sp	Q8TC21	ZN596_HUMAN	NA	NA	NA
TRINITY_DN10229_c0_g1_i3	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN10229_c1_g1_i2	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN10229_c2_g1_i1	sp	Q4R6C2	ZN383_MACFA	NA	NA	NA
TRINITY_DN10229_c2_g1_i2	sp	Q8TD23	ZN675_HUMAN	NA	NA	NA
TRINITY_DN10229_c3_g1_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN10229_c3_g2_i1	sp	Q5RFP4	OZF_PONAB	NA	NA	NA
TRINITY_DN10229_c4_g1_i1	sp	Q96PQ6	ZN317_HUMAN	NA	NA	NA
TRINITY_DN10229_c4_g1_i2	sp	Q96PQ6	ZN317_HUMAN	NA	NA	NA
TRINITY_DN10229_c5_g1_i1	sp	A6NK53	ZN233_HUMAN	NA	NA	NA
TRINITY_DN10229_c6_g1_i1	sp	Q96EQ9	PRDM9_MOUSE	NA	NA	NA
TRINITY_DN10229_c6_g1_i3	sp	A6NK53	ZN233_HUMAN	NA	NA	NA
TRINITY_DN10230_c0_g1_i7	sp	Q16281	CNGA3_HUMAN	NA	NA	NA
TRINITY_DN10234_c0_g1_i1	sp	Q5HZP1	RNH2B_XENLA	NA	NA	NA
TRINITY_DN102359_c0_g1_i1	sp	A2CE44	ZXDB_MOUSE	NA	NA	NA
TRINITY_DN10236_c0_g1_i13	sp	Q5FVJ0	RUFY3_RAT	NA	NA	NA
TRINITY_DN10236_c0_g1_i15	sp	Q8WXA3	RUFY2_HUMAN	NA	NA	NA
TRINITY_DN10236_c0_g1_i6	sp	Q5FVJ0	RUFY3_RAT	NA	NA	NA
TRINITY_DN10236_c0_g1_i7	sp	Q8WXA3	RUFY2_HUMAN	NA	NA	NA
TRINITY_DN10236_c0_g1_i9	sp	Q8WXA3	RUFY2_HUMAN	NA	NA	NA
TRINITY_DN102369_c0_g1_i1	sp	Q28689	MRP2_RABIT	NA	NA	NA
TRINITY_DN10238_c0_g1_i1	sp	Q8LPL3	ASO_ARATH	NA	NA	NA
TRINITY_DN10239_c0_g1_i1	sp	Q28BR5	PREP_XENTR	NA	NA	NA
TRINITY_DN1024_c1_g1_i3	sp	O14978	ZN263_HUMAN	NA	NA	NA
TRINITY_DN1024_c1_g2_i1	sp	Q9BWM5	ZN416_HUMAN	NA	NA	NA
TRINITY_DN1024_c1_g3_i1	sp	Q9QZ48	ZBT7A_RAT	NA	NA	NA
TRINITY_DN1024_c1_g4_i2	sp	Q9NQV7	PRDM9_HUMAN	NA	NA	NA
TRINITY_DN1024_c10_g1_i1	sp	P10076	ZFP26_MOUSE	NA	NA	NA
TRINITY_DN1024_c11_g1_i1	sp	Q96MU6	ZN778_HUMAN	NA	NA	NA
TRINITY_DN1024_c13_g1_i1	sp	Q6P560	ZN182_MOUSE	NA	NA	NA
TRINITY_DN1024_c19_g1_i1	sp	P18724	ZG49_XENLA	NA	NA	NA
TRINITY_DN1024_c2_g1_i1	sp	Q6NX49	ZN544_HUMAN	NA	NA	NA
TRINITY_DN1024_c3_g3_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN1024_c3_g4_i1	sp	O14978	ZN263_HUMAN	NA	NA	NA
TRINITY_DN1024_c3_g5_i1	sp	P0C6Y7	PRDM9_RAT	NA	NA	NA
TRINITY_DN1024_c4_g1_i2	sp	Q8TC21	ZN596_HUMAN	NA	NA	NA
TRINITY_DN1024_c6_g1_i1	sp	Q5R5Y7	ZN436_PONAB	NA	NA	NA
TRINITY_DN1024_c7_g1_i1	sp	Q5RB33	ZN620_PONAB	NA	NA	NA
TRINITY_DN10243_c0_g1_i1	sp	A2VDY4	HPF1_BOVIN	NA	NA	NA
TRINITY_DN10244_c0_g1_i1	sp	Q92552	RT27_HUMAN	NA	NA	NA
TRINITY_DN10244_c0_g1_i4	sp	Q92552	RT27_HUMAN	NA	NA	NA
TRINITY_DN102464_c0_g1_i1	sp	Q9SJH6	RLP29_ARATH	NA	NA	NA
TRINITY_DN10247_c0_g1_i1	sp	P53611	PGTB2_HUMAN	NA	NA	NA
TRINITY_DN10249_c0_g1_i1	sp	A4IJ15	CFA97_XENTR	NA	NA	NA
TRINITY_DN1025_c1_g1_i1	sp	Q8TE60	ATS18_HUMAN	NA	NA	NA
TRINITY_DN1025_c1_g1_i2	sp	Q8TE57	ATS16_HUMAN	NA	NA	NA
TRINITY_DN102501_c0_g1_i1	sp	Q9W4Y2	PDFR_DROME	NA	NA	NA
TRINITY_DN10252_c0_g1_i2	sp	Q9CQJ1	HIG2A_MOUSE	NA	NA	NA
TRINITY_DN102523_c0_g1_i1	sp	B2RZ78	VPS29_RAT	NA	NA	NA
TRINITY_DN102543_c0_g1_i1	sp	Q9ESR9	ABCA2_RAT	NA	NA	NA
TRINITY_DN102562_c0_g1_i1	sp	Q8K2P6	RFESD_MOUSE	NA	NA	NA
TRINITY_DN102569_c0_g1_i1	sp	O62714	CASR_PIG	NA	NA	NA
TRINITY_DN10257_c0_g1_i15	sp	P56974	NRG2_MOUSE	NA	NA	NA
TRINITY_DN10257_c0_g1_i16	sp	P56974	NRG2_MOUSE	NA	NA	NA
TRINITY_DN10258_c0_g1_i1	sp	Q3ZCX4	ZN568_HUMAN	NA	NA	NA
TRINITY_DN10259_c0_g1_i1	sp	A2A761	ZFP69_MOUSE	NA	NA	NA
TRINITY_DN10259_c0_g2_i1	sp	Q93560	BLMP1_CAEEL	NA	NA	NA
TRINITY_DN10259_c0_g3_i1	sp	Q86TJ5	ZN554_HUMAN	NA	NA	NA
TRINITY_DN10259_c0_g4_i1	sp	P07247	KRUP_DROME	NA	NA	NA
TRINITY_DN10259_c1_g1_i1	sp	Q62981	ZN260_RAT	NA	NA	NA
TRINITY_DN10259_c1_g2_i1	sp	Q8IYX0	ZN679_HUMAN	NA	NA	NA
TRINITY_DN10259_c1_g4_i1	sp	Q8IYB9	ZN595_HUMAN	NA	NA	NA
TRINITY_DN10259_c2_g1_i2	sp	Q6ZMW2	ZN782_HUMAN	NA	NA	NA
TRINITY_DN10259_c3_g1_i1	sp	Q8IYX0	ZN679_HUMAN	NA	NA	NA
TRINITY_DN102591_c0_g1_i1	sp	Q8X034	RL15_NEUCR	NA	NA	NA
TRINITY_DN1026_c19_g1_i1	sp	Q9UBF6	RBX2_HUMAN	NA	NA	NA
TRINITY_DN10260_c0_g1_i1	sp	Q91VA6	PDIP2_MOUSE	NA	NA	NA
TRINITY_DN10262_c2_g2_i1	NA	NA	NA	sp	P21328	RTJK_DROME
TRINITY_DN102640_c0_g1_i1	sp	Q8T773	MDH1B_BRAFL	NA	NA	NA
TRINITY_DN102644_c0_g1_i1	sp	A0A1F4	EYS_DROME	NA	NA	NA
TRINITY_DN10265_c0_g1_i1	sp	Q9DAT2	MRGBP_MOUSE	NA	NA	NA
TRINITY_DN10265_c0_g1_i2	sp	Q9NV56	MRGBP_HUMAN	NA	NA	NA
TRINITY_DN102666_c0_g1_i1	sp	P12659	HCYA_ENTDO	NA	NA	NA
TRINITY_DN10268_c0_g1_i1	sp	Q495B1	AKD1A_HUMAN	NA	NA	NA
TRINITY_DN10268_c0_g1_i2	sp	Q495B1	AKD1A_HUMAN	NA	NA	NA
TRINITY_DN10269_c0_g1_i3	sp	A9UMS3	PHB2_XENTR	NA	NA	NA
TRINITY_DN102696_c0_g1_i1	sp	Q03611	CNG_CAEEL	NA	NA	NA
TRINITY_DN1027_c0_g1_i1	sp	Q9Y5G2	PCDGE_HUMAN	NA	NA	NA
TRINITY_DN1027_c0_g1_i2	sp	Q91XZ4	PCDB6_MOUSE	NA	NA	NA
TRINITY_DN1027_c0_g4_i1	sp	Q8TAB3	PCD19_HUMAN	NA	NA	NA
TRINITY_DN1027_c0_g5_i1	sp	Q5DRA6	PCDGI_PANTR	NA	NA	NA
TRINITY_DN1027_c1_g1_i11	sp	Q9BZA7	PC11X_HUMAN	NA	NA	NA
TRINITY_DN1027_c1_g1_i5	sp	Q5DRA6	PCDGI_PANTR	NA	NA	NA
TRINITY_DN1027_c1_g2_i1	sp	Q5DRB0	PCDGD_PANTR	NA	NA	NA
TRINITY_DN1027_c4_g1_i2	sp	Q5DRA3	PCDGL_PANTR	NA	NA	NA
TRINITY_DN1027_c4_g2_i1	sp	Q8TAB3	PCD19_HUMAN	NA	NA	NA
TRINITY_DN1027_c5_g1_i1	sp	Q91XZ2	PCDB8_MOUSE	NA	NA	NA
TRINITY_DN1027_c5_g2_i1	sp	A7MB46	PCD18_BOVIN	NA	NA	NA
TRINITY_DN1027_c5_g2_i2	sp	A7MB46	PCD18_BOVIN	NA	NA	NA
TRINITY_DN1027_c5_g3_i1	sp	Q5DRA3	PCDGL_PANTR	NA	NA	NA
TRINITY_DN1027_c5_g3_i2	sp	Q6X862	PC11X_GORGO	NA	NA	NA
TRINITY_DN1027_c5_g4_i1	sp	Q5DRA5	PCDGJ_PANTR	NA	NA	NA
